flight_type,flight,airlineCode,airlineName,flightNumber,flightId,otherAirport,otherCity,terminal,gate,carousel,scheduledTime,estimatedTime,actualTime,status,statusText,aircraftIata,aircraftIcao,aircraftModel,registration,duration,serviceType,codeshares,numCodeshares
arrivals,AA1979,AA,American Airlines,1979,245665091,ORD,Chicago,B,151,,2026-04-30T15:01:00-07:00,2026-04-30T15:01:00-07:00,,ON,On Time,321K,A321,Airbus A321-100/200,N163US,260,J,BA4789|GF4272|IB8006|JL7520|MH9337|QF4311|TN1226,7
arrivals,AA1979,AA,American Airlines,1979,245665091,ORD,Chicago,B,151,,2026-04-30T15:01:00-07:00,2026-04-30T15:01:00-07:00,,ON,On Time,321K,A321,Airbus A321-100/200,N163US,260,J,BA4789|GF4272|IB8006|JL7520|MH9337|QF4311|TN1226,7
arrivals,AA1979,AA,American Airlines,1979,245665091,ORD,Chicago,B,151,,2026-04-30T15:01:00-07:00,2026-04-30T15:01:00-07:00,,ON,On Time,321K,A321,Airbus A321-100/200,N163US,260,J,BA4789|GF4272|IB8006|JL7520|MH9337|QF4311|TN1226,7
arrivals,AA513,AA,American Airlines,513,245665064,PHL,Philadelphia,4,48C,,2026-04-30T15:05:00-07:00,2026-04-30T16:55:00-07:00,,ON,On Time,321R,A21N,Airbus A321neo,N453AA,313,J,BA4796|FJ5002|TN1351,3
arrivals,AA513,AA,American Airlines,513,245665064,PHL,Philadelphia,4,48C,,2026-04-30T15:05:00-07:00,2026-04-30T16:55:00-07:00,,ON,On Time,321R,A21N,Airbus A321neo,N453AA,313,J,BA4796|FJ5002|TN1351,3
arrivals,AA513,AA,American Airlines,513,245665064,PHL,Philadelphia,4,48C,,2026-04-30T15:05:00-07:00,2026-04-30T16:55:00-07:00,,ON,On Time,321R,A21N,Airbus A321neo,N453AA,313,J,BA4796|FJ5002|TN1351,3
arrivals,AA513,AA,American Airlines,513,245665064,PHL,Philadelphia,4,48C,,2026-04-30T15:05:00-07:00,2026-04-30T16:55:00-07:00,,ON,On Time,321R,A21N,Airbus A321neo,N453AA,313,J,BA4796|FJ5002|TN1351,3
arrivals,OO6408,OO,SkyWest,6408,245665215,TUS,Tucson,4,52C,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,ON,On Time,OOC7,CRJ7,Canadair Regional Jet 700,,93,J,AS4362|FJ5028|JL7562|PD6290|TN1260,5
arrivals,OO6408,OO,SkyWest,6408,245665215,TUS,Tucson,4,52C,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,ON,On Time,OOC7,CRJ7,Canadair Regional Jet 700,,93,J,AS4362|FJ5028|JL7562|PD6290|TN1260,5
arrivals,OO6408,OO,SkyWest,6408,245665215,TUS,Tucson,4,52C,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,ON,On Time,OOC7,CRJ7,Canadair Regional Jet 700,,93,J,AS4362|FJ5028|JL7562|PD6290|TN1260,5
arrivals,OO6408,OO,SkyWest,6408,245665215,TUS,Tucson,4,52C,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,ON,On Time,OOC7,CRJ7,Canadair Regional Jet 700,,93,J,AS4362|FJ5028|JL7562|PD6290|TN1260,5
arrivals,OO6408,OO,SkyWest,6408,245665215,TUS,Tucson,4,52C,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,ON,On Time,OOC7,CRJ7,Canadair Regional Jet 700,,93,J,AS4362|FJ5028|JL7562|PD6290|TN1260,5
arrivals,OO6408,OO,SkyWest,6408,245665215,TUS,Tucson,4,52C,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,ON,On Time,OOC7,CRJ7,Canadair Regional Jet 700,,93,J,AS4362|FJ5028|JL7562|PD6290|TN1260,5
arrivals,LH457,LH,Lufthansa,457,245665752,FRA,Frankfurt am Main,B,,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,SC,Scheduled,74H,,Boeing 747-8 Passenger,DABYJ,655,J,NZ4217|OS7320|SN7251|UA8844,4
arrivals,LH457,LH,Lufthansa,457,245665752,FRA,Frankfurt am Main,B,,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,SC,Scheduled,74H,,Boeing 747-8 Passenger,DABYJ,655,J,NZ4217|OS7320|SN7251|UA8844,4
arrivals,LH457,LH,Lufthansa,457,245665752,FRA,Frankfurt am Main,B,,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,SC,Scheduled,74H,,Boeing 747-8 Passenger,DABYJ,655,J,NZ4217|OS7320|SN7251|UA8844,4
arrivals,LH457,LH,Lufthansa,457,245665752,FRA,Frankfurt am Main,B,,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,SC,Scheduled,74H,,Boeing 747-8 Passenger,DABYJ,655,J,NZ4217|OS7320|SN7251|UA8844,4
arrivals,LH457,LH,Lufthansa,457,245665752,FRA,Frankfurt am Main,B,,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,SC,Scheduled,74H,,Boeing 747-8 Passenger,DABYJ,655,J,NZ4217|OS7320|SN7251|UA8844,4
arrivals,OS52,OS,Austrian Airlines AG,52,245665853,VIE,Vienna,B,,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,SC,Scheduled,772,B772,Boeing 777-200 pax,OELPB,685,J,UA9882,1
arrivals,OS52,OS,Austrian Airlines AG,52,245665853,VIE,Vienna,B,,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,SC,Scheduled,772,B772,Boeing 777-200 pax,OELPB,685,J,UA9882,1
arrivals,Y41715,Y4,Volaris,1715,245666208,GDL,Guadalajara,B,,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,SC,Scheduled,32Q,A21N,Airbus A321neo,XAVUJ,187,J,F96715,1
arrivals,Y41715,Y4,Volaris,1715,245666208,GDL,Guadalajara,B,,,2026-04-30T15:05:00-07:00,2026-04-30T15:05:00-07:00,,SC,Scheduled,32Q,A21N,Airbus A321neo,XAVUJ,187,J,F96715,1
arrivals,OO6377,OO,SkyWest,6377,245665210,SEA,Seattle,4,52F,,2026-04-30T15:09:00-07:00,2026-04-30T15:09:00-07:00,,ON,On Time,OOC7,CRJ7,Canadair Regional Jet 700,,178,J,FJ5053|JL7006|PD6297|TN1354,4
arrivals,OO6377,OO,SkyWest,6377,245665210,SEA,Seattle,4,52F,,2026-04-30T15:09:00-07:00,2026-04-30T15:09:00-07:00,,ON,On Time,OOC7,CRJ7,Canadair Regional Jet 700,,178,J,FJ5053|JL7006|PD6297|TN1354,4
arrivals,OO6377,OO,SkyWest,6377,245665210,SEA,Seattle,4,52F,,2026-04-30T15:09:00-07:00,2026-04-30T15:09:00-07:00,,ON,On Time,OOC7,CRJ7,Canadair Regional Jet 700,,178,J,FJ5053|JL7006|PD6297|TN1354,4
arrivals,OO6377,OO,SkyWest,6377,245665210,SEA,Seattle,4,52F,,2026-04-30T15:09:00-07:00,2026-04-30T15:09:00-07:00,,ON,On Time,OOC7,CRJ7,Canadair Regional Jet 700,,178,J,FJ5053|JL7006|PD6297|TN1354,4
arrivals,OO6377,OO,SkyWest,6377,245665210,SEA,Seattle,4,52F,,2026-04-30T15:09:00-07:00,2026-04-30T15:09:00-07:00,,ON,On Time,OOC7,CRJ7,Canadair Regional Jet 700,,178,J,FJ5053|JL7006|PD6297|TN1354,4
arrivals,DL938,DL,Delta Air Lines,938,245665401,JFK,New York,3,30,,2026-04-30T15:10:00-07:00,2026-04-30T15:10:00-07:00,,ON,On Time,767,,Boeing 767-300 (winglets) Passenger,N1605,323,J,AF6891|AM4419|KE7537|LA8835|MU8681|VS4778,6
arrivals,DL938,DL,Delta Air Lines,938,245665401,JFK,New York,3,30,,2026-04-30T15:10:00-07:00,2026-04-30T15:10:00-07:00,,ON,On Time,767,,Boeing 767-300 (winglets) Passenger,N1605,323,J,AF6891|AM4419|KE7537|LA8835|MU8681|VS4778,6
arrivals,DL938,DL,Delta Air Lines,938,245665401,JFK,New York,3,30,,2026-04-30T15:10:00-07:00,2026-04-30T15:10:00-07:00,,ON,On Time,767,,Boeing 767-300 (winglets) Passenger,N1605,323,J,AF6891|AM4419|KE7537|LA8835|MU8681|VS4778,6
arrivals,DL938,DL,Delta Air Lines,938,245665401,JFK,New York,3,30,,2026-04-30T15:10:00-07:00,2026-04-30T15:10:00-07:00,,ON,On Time,767,,Boeing 767-300 (winglets) Passenger,N1605,323,J,AF6891|AM4419|KE7537|LA8835|MU8681|VS4778,6
arrivals,DL938,DL,Delta Air Lines,938,245665401,JFK,New York,3,30,,2026-04-30T15:10:00-07:00,2026-04-30T15:10:00-07:00,,ON,On Time,767,,Boeing 767-300 (winglets) Passenger,N1605,323,J,AF6891|AM4419|KE7537|LA8835|MU8681|VS4778,6
arrivals,DL938,DL,Delta Air Lines,938,245665401,JFK,New York,3,30,,2026-04-30T15:10:00-07:00,2026-04-30T15:10:00-07:00,,ON,On Time,767,,Boeing 767-300 (winglets) Passenger,N1605,323,J,AF6891|AM4419|KE7537|LA8835|MU8681|VS4778,6
arrivals,DL938,DL,Delta Air Lines,938,245665401,JFK,New York,3,30,,2026-04-30T15:10:00-07:00,2026-04-30T15:10:00-07:00,,ON,On Time,767,,Boeing 767-300 (winglets) Passenger,N1605,323,J,AF6891|AM4419|KE7537|LA8835|MU8681|VS4778,6
arrivals,AF23,AF,Air France,23,245666509,CDG,"Paris (Roissy-en-France, Val-d'Oise)",B,,,2026-04-30T15:15:00-07:00,2026-04-30T15:15:00-07:00,,SC,Scheduled,77W,B77W,Boeing 777-300ER Passenger,,650,J,DL8725|KL2063|VS6611,3
arrivals,AF23,AF,Air France,23,245666509,CDG,"Paris (Roissy-en-France, Val-d'Oise)",B,,,2026-04-30T15:15:00-07:00,2026-04-30T15:15:00-07:00,,SC,Scheduled,77W,B77W,Boeing 777-300ER Passenger,,650,J,DL8725|KL2063|VS6611,3
arrivals,AF23,AF,Air France,23,245666509,CDG,"Paris (Roissy-en-France, Val-d'Oise)",B,,,2026-04-30T15:15:00-07:00,2026-04-30T15:15:00-07:00,,SC,Scheduled,77W,B77W,Boeing 777-300ER Passenger,,650,J,DL8725|KL2063|VS6611,3
arrivals,AF23,AF,Air France,23,245666509,CDG,"Paris (Roissy-en-France, Val-d'Oise)",B,,,2026-04-30T15:15:00-07:00,2026-04-30T15:15:00-07:00,,SC,Scheduled,77W,B77W,Boeing 777-300ER Passenger,,650,J,DL8725|KL2063|VS6611,3
arrivals,AZ621,AZ,ITA Airways,621,245666611,FCO,Rome,B,,,2026-04-30T15:15:00-07:00,2026-04-30T15:15:00-07:00,,SC,Scheduled,339,A339,Airbus A330-900neo,,720,J,ET4387|EY2919|KU6188,3
arrivals,AZ621,AZ,ITA Airways,621,245666611,FCO,Rome,B,,,2026-04-30T15:15:00-07:00,2026-04-30T15:15:00-07:00,,SC,Scheduled,339,A339,Airbus A330-900neo,,720,J,ET4387|EY2919|KU6188,3
arrivals,AZ621,AZ,ITA Airways,621,245666611,FCO,Rome,B,,,2026-04-30T15:15:00-07:00,2026-04-30T15:15:00-07:00,,SC,Scheduled,339,A339,Airbus A330-900neo,,720,J,ET4387|EY2919|KU6188,3
arrivals,AZ621,AZ,ITA Airways,621,245666611,FCO,Rome,B,,,2026-04-30T15:15:00-07:00,2026-04-30T15:15:00-07:00,,SC,Scheduled,339,A339,Airbus A330-900neo,,720,J,ET4387|EY2919|KU6188,3
arrivals,AA3334,AA,American Airlines,3334,245666415,DFW,Dallas-Fort Worth,4,49A,,2026-04-30T15:20:00-07:00,2026-04-30T15:20:00-07:00,,ON,On Time,321R,A321,Airbus A321-100/200,N158AN,188,J,BA4408|FJ5099|IB4458|TN1329,4
arrivals,AA3334,AA,American Airlines,3334,245666415,DFW,Dallas-Fort Worth,4,49A,,2026-04-30T15:20:00-07:00,2026-04-30T15:20:00-07:00,,ON,On Time,321R,A321,Airbus A321-100/200,N158AN,188,J,BA4408|FJ5099|IB4458|TN1329,4
arrivals,AA3334,AA,American Airlines,3334,245666415,DFW,Dallas-Fort Worth,4,49A,,2026-04-30T15:20:00-07:00,2026-04-30T15:20:00-07:00,,ON,On Time,321R,A321,Airbus A321-100/200,N158AN,188,J,BA4408|FJ5099|IB4458|TN1329,4
arrivals,AA3334,AA,American Airlines,3334,245666415,DFW,Dallas-Fort Worth,4,49A,,2026-04-30T15:20:00-07:00,2026-04-30T15:20:00-07:00,,ON,On Time,321R,A321,Airbus A321-100/200,N158AN,188,J,BA4408|FJ5099|IB4458|TN1329,4
arrivals,AA3334,AA,American Airlines,3334,245666415,DFW,Dallas-Fort Worth,4,49A,,2026-04-30T15:20:00-07:00,2026-04-30T15:20:00-07:00,,ON,On Time,321R,A321,Airbus A321-100/200,N158AN,188,J,BA4408|FJ5099|IB4458|TN1329,4
arrivals,UA2377,UA,United Airlines,2377,245667554,IAH,Houston,7,71A,,2026-04-30T15:20:00-07:00,2026-04-30T15:20:00-07:00,,SC,Scheduled,7M9,B39M,Boeing 737MAX 9 Passenger,N17429,202,J,NZ9633|VA8021,2
arrivals,UA2377,UA,United Airlines,2377,245667554,IAH,Houston,7,71A,,2026-04-30T15:20:00-07:00,2026-04-30T15:20:00-07:00,,SC,Scheduled,7M9,B39M,Boeing 737MAX 9 Passenger,N17429,202,J,NZ9633|VA8021,2
arrivals,UA2377,UA,United Airlines,2377,245667554,IAH,Houston,7,71A,,2026-04-30T15:20:00-07:00,2026-04-30T15:20:00-07:00,,SC,Scheduled,7M9,B39M,Boeing 737MAX 9 Passenger,N17429,202,J,NZ9633|VA8021,2
arrivals,OO3776,OO,SkyWest,3776,245668405,TUS,Tucson,3,26B,,2026-04-30T15:23:00-07:00,2026-04-30T15:23:00-07:00,,ON,On Time,EMJ,,Embraer 175,N294SY,93,J,AF2166|AM3850|CI9164|KE7477|KL5940|MU8846|VS3548|WS8193,8
arrivals,OO3776,OO,SkyWest,3776,245668405,TUS,Tucson,3,26B,,2026-04-30T15:23:00-07:00,2026-04-30T15:23:00-07:00,,ON,On Time,EMJ,,Embraer 175,N294SY,93,J,AF2166|AM3850|CI9164|KE7477|KL5940|MU8846|VS3548|WS8193,8
arrivals,OO3776,OO,SkyWest,3776,245668405,TUS,Tucson,3,26B,,2026-04-30T15:23:00-07:00,2026-04-30T15:23:00-07:00,,ON,On Time,EMJ,,Embraer 175,N294SY,93,J,AF2166|AM3850|CI9164|KE7477|KL5940|MU8846|VS3548|WS8193,8
arrivals,OO3776,OO,SkyWest,3776,245668405,TUS,Tucson,3,26B,,2026-04-30T15:23:00-07:00,2026-04-30T15:23:00-07:00,,ON,On Time,EMJ,,Embraer 175,N294SY,93,J,AF2166|AM3850|CI9164|KE7477|KL5940|MU8846|VS3548|WS8193,8
arrivals,OO3776,OO,SkyWest,3776,245668405,TUS,Tucson,3,26B,,2026-04-30T15:23:00-07:00,2026-04-30T15:23:00-07:00,,ON,On Time,EMJ,,Embraer 175,N294SY,93,J,AF2166|AM3850|CI9164|KE7477|KL5940|MU8846|VS3548|WS8193,8
arrivals,OO3776,OO,SkyWest,3776,245668405,TUS,Tucson,3,26B,,2026-04-30T15:23:00-07:00,2026-04-30T15:23:00-07:00,,ON,On Time,EMJ,,Embraer 175,N294SY,93,J,AF2166|AM3850|CI9164|KE7477|KL5940|MU8846|VS3548|WS8193,8
arrivals,OO3776,OO,SkyWest,3776,245668405,TUS,Tucson,3,26B,,2026-04-30T15:23:00-07:00,2026-04-30T15:23:00-07:00,,ON,On Time,EMJ,,Embraer 175,N294SY,93,J,AF2166|AM3850|CI9164|KE7477|KL5940|MU8846|VS3548|WS8193,8
arrivals,OO3776,OO,SkyWest,3776,245668405,TUS,Tucson,3,26B,,2026-04-30T15:23:00-07:00,2026-04-30T15:23:00-07:00,,ON,On Time,EMJ,,Embraer 175,N294SY,93,J,AF2166|AM3850|CI9164|KE7477|KL5940|MU8846|VS3548|WS8193,8
arrivals,OO3776,OO,SkyWest,3776,245668405,TUS,Tucson,3,26B,,2026-04-30T15:23:00-07:00,2026-04-30T15:23:00-07:00,,ON,On Time,EMJ,,Embraer 175,N294SY,93,J,AF2166|AM3850|CI9164|KE7477|KL5940|MU8846|VS3548|WS8193,8
arrivals,WN2616,WN,Southwest Airlines,2616,245669396,LAS,Las Vegas,1,18B,,2026-04-30T15:25:00-07:00,2026-04-30T15:25:00-07:00,,SC,Scheduled,7M8,B38M,Boeing 737MAX 8 Passenger,N8821S,75,J,,0
arrivals,UA234,UA,United Airlines,234,245669217,ORD,Chicago,7,70B,,2026-04-30T15:28:00-07:00,2026-04-30T15:28:00-07:00,,SC,Scheduled,32Q,A21N,Airbus A321neo,N14569,253,J,AC5038|LH9318|NZ9660|VA8037,4
arrivals,UA234,UA,United Airlines,234,245669217,ORD,Chicago,7,70B,,2026-04-30T15:28:00-07:00,2026-04-30T15:28:00-07:00,,SC,Scheduled,32Q,A21N,Airbus A321neo,N14569,253,J,AC5038|LH9318|NZ9660|VA8037,4
arrivals,UA234,UA,United Airlines,234,245669217,ORD,Chicago,7,70B,,2026-04-30T15:28:00-07:00,2026-04-30T15:28:00-07:00,,SC,Scheduled,32Q,A21N,Airbus A321neo,N14569,253,J,AC5038|LH9318|NZ9660|VA8037,4
arrivals,UA234,UA,United Airlines,234,245669217,ORD,Chicago,7,70B,,2026-04-30T15:28:00-07:00,2026-04-30T15:28:00-07:00,,SC,Scheduled,32Q,A21N,Airbus A321neo,N14569,253,J,AC5038|LH9318|NZ9660|VA8037,4
arrivals,UA234,UA,United Airlines,234,245669217,ORD,Chicago,7,70B,,2026-04-30T15:28:00-07:00,2026-04-30T15:28:00-07:00,,SC,Scheduled,32Q,A21N,Airbus A321neo,N14569,253,J,AC5038|LH9318|NZ9660|VA8037,4
arrivals,B62124,B6,JetBlue Airways,2124,245668187,JFK,New York,1,14,,2026-04-30T15:30:00-07:00,2026-04-30T15:30:00-07:00,,SC,Scheduled,32Q,A21N,Airbus A321neo,N2165J,329,J,,0
arrivals,UA923,UA,United Airlines,923,245669235,LHR,London,7,74,,2026-04-30T15:30:00-07:00,2026-04-30T15:30:00-07:00,,SC,Scheduled,789,B789,Boeing 787-9 pax,N26967,640,J,AC5354|LH9343|LX3067|NZ9834|OS7848|SN9098,6
arrivals,UA923,UA,United Airlines,923,245669235,LHR,London,7,74,,2026-04-30T15:30:00-07:00,2026-04-30T15:30:00-07:00,,SC,Scheduled,789,B789,Boeing 787-9 pax,N26967,640,J,AC5354|LH9343|LX3067|NZ9834|OS7848|SN9098,6
arrivals,UA923,UA,United Airlines,923,245669235,LHR,London,7,74,,2026-04-30T15:30:00-07:00,2026-04-30T15:30:00-07:00,,SC,Scheduled,789,B789,Boeing 787-9 pax,N26967,640,J,AC5354|LH9343|LX3067|NZ9834|OS7848|SN9098,6
arrivals,UA923,UA,United Airlines,923,245669235,LHR,London,7,74,,2026-04-30T15:30:00-07:00,2026-04-30T15:30:00-07:00,,SC,Scheduled,789,B789,Boeing 787-9 pax,N26967,640,J,AC5354|LH9343|LX3067|NZ9834|OS7848|SN9098,6
arrivals,UA923,UA,United Airlines,923,245669235,LHR,London,7,74,,2026-04-30T15:30:00-07:00,2026-04-30T15:30:00-07:00,,SC,Scheduled,789,B789,Boeing 787-9 pax,N26967,640,J,AC5354|LH9343|LX3067|NZ9834|OS7848|SN9098,6
arrivals,UA923,UA,United Airlines,923,245669235,LHR,London,7,74,,2026-04-30T15:30:00-07:00,2026-04-30T15:30:00-07:00,,SC,Scheduled,789,B789,Boeing 787-9 pax,N26967,640,J,AC5354|LH9343|LX3067|NZ9834|OS7848|SN9098,6
arrivals,UA923,UA,United Airlines,923,245669235,LHR,London,7,74,,2026-04-30T15:30:00-07:00,2026-04-30T15:30:00-07:00,,SC,Scheduled,789,B789,Boeing 787-9 pax,N26967,640,J,AC5354|LH9343|LX3067|NZ9834|OS7848|SN9098,6
arrivals,DL437,DL,Delta Air Lines,437,245670016,BOS,Boston,3,22,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,757,,Boeing 757-200 (Winglets) Passenger,N713TW,324,J,KE7525|MU8685|VS3062,3
arrivals,DL437,DL,Delta Air Lines,437,245670016,BOS,Boston,3,22,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,757,,Boeing 757-200 (Winglets) Passenger,N713TW,324,J,KE7525|MU8685|VS3062,3
arrivals,DL437,DL,Delta Air Lines,437,245670016,BOS,Boston,3,22,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,757,,Boeing 757-200 (Winglets) Passenger,N713TW,324,J,KE7525|MU8685|VS3062,3
arrivals,DL437,DL,Delta Air Lines,437,245670016,BOS,Boston,3,22,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,757,,Boeing 757-200 (Winglets) Passenger,N713TW,324,J,KE7525|MU8685|VS3062,3
arrivals,DL718,DL,Delta Air Lines,718,245670023,MCO,Orlando,3,23B,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,321,A21N,Airbus A321neo,N502DX,279,J,KE7547|LA6871|MU8832|VS5394,4
arrivals,DL718,DL,Delta Air Lines,718,245670023,MCO,Orlando,3,23B,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,321,A21N,Airbus A321neo,N502DX,279,J,KE7547|LA6871|MU8832|VS5394,4
arrivals,DL718,DL,Delta Air Lines,718,245670023,MCO,Orlando,3,23B,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,321,A21N,Airbus A321neo,N502DX,279,J,KE7547|LA6871|MU8832|VS5394,4
arrivals,DL718,DL,Delta Air Lines,718,245670023,MCO,Orlando,3,23B,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,321,A21N,Airbus A321neo,N502DX,279,J,KE7547|LA6871|MU8832|VS5394,4
arrivals,DL718,DL,Delta Air Lines,718,245670023,MCO,Orlando,3,23B,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,321,A21N,Airbus A321neo,N502DX,279,J,KE7547|LA6871|MU8832|VS5394,4
arrivals,DL2606,DL,Delta Air Lines,2606,245670073,SEA,Seattle,3,35,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,737,B738,Boeing 737-800 pax,N774DE,171,J,AM3837|KE7235|MU8841|VS2473|WS6666,5
arrivals,DL2606,DL,Delta Air Lines,2606,245670073,SEA,Seattle,3,35,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,737,B738,Boeing 737-800 pax,N774DE,171,J,AM3837|KE7235|MU8841|VS2473|WS6666,5
arrivals,DL2606,DL,Delta Air Lines,2606,245670073,SEA,Seattle,3,35,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,737,B738,Boeing 737-800 pax,N774DE,171,J,AM3837|KE7235|MU8841|VS2473|WS6666,5
arrivals,DL2606,DL,Delta Air Lines,2606,245670073,SEA,Seattle,3,35,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,737,B738,Boeing 737-800 pax,N774DE,171,J,AM3837|KE7235|MU8841|VS2473|WS6666,5
arrivals,DL2606,DL,Delta Air Lines,2606,245670073,SEA,Seattle,3,35,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,737,B738,Boeing 737-800 pax,N774DE,171,J,AM3837|KE7235|MU8841|VS2473|WS6666,5
arrivals,DL2606,DL,Delta Air Lines,2606,245670073,SEA,Seattle,3,35,,2026-04-30T15:35:00-07:00,2026-04-30T15:35:00-07:00,,ON,On Time,737,B738,Boeing 737-800 pax,N774DE,171,J,AM3837|KE7235|MU8841|VS2473|WS6666,5
arrivals,WN2891,WN,Southwest Airlines,2891,245671046,SFO,San Francisco,1,17B,,2026-04-30T15:35:00-07:00,2026-04-30T15:37:00-07:00,,SC,Scheduled,7M8,B38M,Boeing 737MAX 8 Passenger,N8923Q,85,J,,0
arrivals,BA282,BA,British Airways,282,245669905,LHR,London,4,,,2026-04-30T15:40:00-07:00,2026-04-30T15:47:00-07:00,,SC,Scheduled,77W,B77W,Boeing 777-300ER Passenger,GSTBM,635,J,AA6935|AS5294|AY5522|EI8982|IB3623,5
arrivals,BA282,BA,British Airways,282,245669905,LHR,London,4,,,2026-04-30T15:40:00-07:00,2026-04-30T15:47:00-07:00,,SC,Scheduled,77W,B77W,Boeing 777-300ER Passenger,GSTBM,635,J,AA6935|AS5294|AY5522|EI8982|IB3623,5
arrivals,BA282,BA,British Airways,282,245669905,LHR,London,4,,,2026-04-30T15:40:00-07:00,2026-04-30T15:47:00-07:00,,SC,Scheduled,77W,B77W,Boeing 777-300ER Passenger,GSTBM,635,J,AA6935|AS5294|AY5522|EI8982|IB3623,5
arrivals,BA282,BA,British Airways,282,245669905,LHR,London,4,,,2026-04-30T15:40:00-07:00,2026-04-30T15:47:00-07:00,,SC,Scheduled,77W,B77W,Boeing 777-300ER Passenger,GSTBM,635,J,AA6935|AS5294|AY5522|EI8982|IB3623,5
arrivals,BA282,BA,British Airways,282,245669905,LHR,London,4,,,2026-04-30T15:40:00-07:00,2026-04-30T15:47:00-07:00,,SC,Scheduled,77W,B77W,Boeing 777-300ER Passenger,GSTBM,635,J,AA6935|AS5294|AY5522|EI8982|IB3623,5
arrivals,BA282,BA,British Airways,282,245669905,LHR,London,4,,,2026-04-30T15:40:00-07:00,2026-04-30T15:47:00-07:00,,SC,Scheduled,77W,B77W,Boeing 777-300ER Passenger,GSTBM,635,J,AA6935|AS5294|AY5522|EI8982|IB3623,5
arrivals,UA2019,UA,United Airlines,2019,245670918,SFO,San Francisco,7,72B,,2026-04-30T15:40:00-07:00,2026-04-30T15:40:00-07:00,,SC,Scheduled,7S9,B739,Boeing 737-900 pax,,92,J,AV2154|AZ4446|CM1061|NZ9271|VA8239,5
arrivals,UA2019,UA,United Airlines,2019,245670918,SFO,San Francisco,7,72B,,2026-04-30T15:40:00-07:00,2026-04-30T15:40:00-07:00,,SC,Scheduled,7S9,B739,Boeing 737-900 pax,,92,J,AV2154|AZ4446|CM1061|NZ9271|VA8239,5
arrivals,UA2019,UA,United Airlines,2019,245670918,SFO,San Francisco,7,72B,,2026-04-30T15:40:00-07:00,2026-04-30T15:40:00-07:00,,SC,Scheduled,7S9,B739,Boeing 737-900 pax,,92,J,AV2154|AZ4446|CM1061|NZ9271|VA8239,5
arrivals,UA2019,UA,United Airlines,2019,245670918,SFO,San Francisco,7,72B,,2026-04-30T15:40:00-07:00,2026-04-30T15:40:00-07:00,,SC,Scheduled,7S9,B739,Boeing 737-900 pax,,92,J,AV2154|AZ4446|CM1061|NZ9271|VA8239,5
arrivals,UA2019,UA,United Airlines,2019,245670918,SFO,San Francisco,7,72B,,2026-04-30T15:40:00-07:00,2026-04-30T15:40:00-07:00,,SC,Scheduled,7S9,B739,Boeing 737-900 pax,,92,J,AV2154|AZ4446|CM1061|NZ9271|VA8239,5
arrivals,UA2019,UA,United Airlines,2019,245670918,SFO,San Francisco,7,72B,,2026-04-30T15:40:00-07:00,2026-04-30T15:40:00-07:00,,SC,Scheduled,7S9,B739,Boeing 737-900 pax,,92,J,AV2154|AZ4446|CM1061|NZ9271|VA8239,5
arrivals,WN2875,WN,Southwest Airlines,2875,245671045,OAK,Oakland,1,13,,2026-04-30T15:40:00-07:00,2026-04-30T15:40:00-07:00,,SC,Scheduled,7S8,B38M,Boeing 737-800 (Scimitar Winglets) Pax,N8309C,85,J,,0
